Manga Title,Tag Name
Four Choices,"Long Strip, Romance, Drama, Fantasy, Web Comic, Full Color"
Playing Lovers With A Poser Elf,"Romance, Comedy, Slice of Life"
Beautiful Place,"Action, Drama, School Life"
Two Way Trial - Youth,"Long Strip, Comedy, Boys' Love, Drama, School Life, Web Comic, Slice of Life, Full Color"
The Most Heretical Last Boss Queen Who Will Become the Source of Tragedy Will Devote Herself for the Sake of the People: The Savior's Pride,"Reincarnation, Action, Romance, Adventure, Fantasy, Villainess, Adaptation"
Salaryman Exorcist: The Sorrows of Okumura Yukio,"Comedy, School Life, Fantasy, Supernatural"
A Smooth Life,"Long Strip, Romance, Boys' Love, Drama, Full Color"
If I Could Take the Villainess' Hand Tonight,"Oneshot, Reincarnation, Romance, Comedy, Magic, Girls' Love, Isekai, Fantasy, Villainess"
Clumsy but Adorable,"Long Strip, Romance, Comedy, Boys' Love, Drama, Fantasy, Web Comic, Full Color"
Day and Night,"Psychological, Long Strip, Boys' Love, Office Workers, Drama, Full Color"
A Child Who Looks Like Me,"Long Strip, Romance, Web Comic, Adaptation, Full Color"
"When I Isolated Myself From the Beautiful Girls Who Always Make Fun of Me, I Think They Actually Loved Me.","Romance, Comedy, Harem, Drama, School Life, Adaptation"
Turning,"Time Travel, Long Strip, Romance, Boys' Love, Magic, Military, Gore, Drama, Fantasy, Adaptation, Full Color"
The Promise Isn't Mine,"Long Strip, Romance, Drama, Fantasy, Mystery, Full Color"
No Way I'll Go into the Cornfield With You!,"Long Strip, Romance, Comedy, Boys' Love, Drama, Web Comic, Full Color"
Girl Crush,"Romance, Sports, Drama, School Life, Slice of Life, Music"
幕張,"Comedy, Sports, Slice of Life"
CMYK - Sameda Kazuou Can't Cure His Chuunibyou Syndrome,"Comedy, School Life, Fantasy"
Wild Strawberry,"Monsters, Action, Post-Apocalyptic, Gore, Drama, Fantasy"
My Dear Agent,"Romance, Boys' Love"
The Lovely Death Cart,"Comedy, Slice of Life, Cooking, Supernatural"
Reaper Cannot Kill,"Romance, Boys' Love, Supernatural"
"Same Sky, Different Colors","Oneshot, Drama, School Life"
Ace of Diamond - Misawa Short Short Story ● Top of the First Inning (Doujinshi),"Romance, Comedy, Boys' Love, School Life"
Grandson of Nurarihyon,"Action, Comedy, Adventure, Drama, Fantasy, Supernatural"
Android Dreams of Jiraikei Girl,"Sci-Fi, Action, Comedy, Girls' Love, Drama, Slice of Life, Gyaru"
Drunk Girl,"Romance, Comedy, Adaptation"
Reliance,"Girls' Love, School Life"
"Help Me, Mister!","Long Strip, Romance, Boys' Love, Sexual Violence, Drama, Web Comic, Full Color"
Anemone Theater,"Long Strip, Romance, Boys' Love, Sexual Violence, Drama, Web Comic, Full Color"
Phoenix Wright: Ace Attorney - Official Casebook,"Comedy, Anthology, 4-Koma, Drama, Police, Mystery, Adaptation"
Today's Another Great Day,"Oneshot, Slice of Life"
To take a sauna!,"Comedy, 4-Koma, Slice of Life"
Isekai Tensei Shite Majo ni Natta node Slow Life o Okuritai noni Maou ga Nigashite Kuremasen,"Reincarnation, Demons, Romance, Reverse Harem, Isekai, Fantasy, Adaptation"
Death Note - To Have Spoiled (Doujinshi),"Oneshot, Psychological, Romance, Boys' Love, Crime, Doujinshi, Drama, Police, Supernatural, Mystery, Tragedy"
Highteen Boogie,"Psychological, Romance, Sexual Violence, Drama, School Life, Delinquents, Slice of Life"
Rear-End Collision,"Long Strip, Romance, Boys' Love, Web Comic, Slice of Life, Full Color"
Nina the Starry Bride,"Romance, Adventure, Drama, Fantasy"
The Restaurant Where Wish Come True,"Oneshot, Animals, Crime, Philosophical, Drama, Slice of Life"
Tales of the Eyeball,"Thriller, Romance, Anthology, Gore, Drama, Horror, Supernatural, Mystery"
The Meaning of Your Gaze,"Long Strip, Romance, Boys' Love, Web Comic, Full Color"
Tenth Time's the Charm,"Romance, Boys' Love"
I Want You To Make a Disgusted Face and Show Me Your Underwear ~I Want to See Your Underwear~,"Comedy, Harem, School Life, Supernatural, Adaptation"
Iincho to Furyou-kun,"Romance, Comedy, School Life, Delinquents, Slice of Life"
"Lovers, Cats, and the Killer","Action, Animals, Long Strip, Romance, Boys' Love, Crime, Slice of Life, Full Color"
Death of the Universe,"Sci-Fi, Action, Comedy, Adventure, Self-Published, Aliens, Full Color"
Isekai Phantom Thief,"Adventure, Magic, Harem, Isekai, Fantasy"
Spring Weapon No.01,"Action, Comedy, School Life"
And Then There Were None,"Historical, Drama, Mystery, Adaptation"
The Strongest Haunted House and the Guy With No Spiritual Sense,"Ghosts, Comedy, Horror, Web Comic, Supernatural"
"Fake Holy Sword Story: I Was Taken Along When I Sold Out My Childhood Friend, The Saint","Action, Romance, Comedy, Adventure, Harem, Fantasy, Adaptation"
Reborn to Choose a Playboy Father to become Emperor,"Reincarnation, Time Travel, Historical, Long Strip, Web Comic, Adaptation"
Debby the Corsifa is Emulous,"Oneshot, Traditional Games, Demons, Comedy, Fantasy, Slice of Life"
Mayoeru Kohitsuji,"Demons, Boys' Love, Fantasy, Police, Supernatural, Mystery"
Blood and Love,"Long Strip, Romance, Comedy, Boys' Love, Drama, School Life, Fantasy, Vampires, Web Comic, Slice of Life, Full Color"
Uisaki,"Oneshot, Romance, Girls' Love, Doujinshi, Web Comic, Slice of Life"
The Medusa of the Sculpture Club,"Oneshot, Comedy, Monster Girls, Web Comic, Full Color"
Potty Warrior,"Oneshot, Comedy, Doujinshi, Full Color"
Hero of God Eye,"Monsters, Action, Comedy, Adventure, Sexual Violence, Magic, Harem, Isekai, Drama, Fantasy, Adaptation"
What a Disgrace,"Reincarnation, Time Travel, Historical, Long Strip, Romance, Web Comic, Adaptation"
Bakashite Damashite,"Romance, Boys' Love, Drama"
Backstage,"Long Strip, Romance, Boys' Love, Drama, Web Comic, Full Color"
Safety First,"Long Strip, Romance, Boys' Love, Drama"
Komachi & Eiki 4 Lovey-Dovey Manga,"Romance, Comedy, Girls' Love, 4-Koma, Doujinshi"
After School Play,"Romance, Comedy, 4-Koma, Slice of Life"
Drick Hit,"Action, Long Strip, Boys' Love, Magic, Drama, Fantasy, Full Color"
Unlucky Cupid Messenger,"Long Strip, Romance, Comedy, Boys' Love, School Life"
3×3×3…,"Action, Psychological, Comedy, Anthology, Doujinshi, Gore, Drama, Horror, Fantasy, Tragedy"
Unrequited Love Finale,"Long Strip, Romance, Boys' Love, Drama, Web Comic, Full Color"
"Gold Hunter, A Sure To Win Athlete","Official Colored, Long Strip, Romance, Boys' Love, Sports, School Life, Web Comic"
Hankei 15cm no Hatsukoi,"Romance, Comedy, Boys' Love, School Life"
"Senpai, Can I Have a Moment?","Romance, Comedy, School Life, Slice of Life"
Practice Plus,"Oneshot, Girls' Love"
Even Though Summer is Over,"Oneshot, Romance, Girls' Love, Slice of Life"
The Butterflies That Rest on the Flower,"Oneshot, Comedy, Girls' Love, Doujinshi"
Cozy Obsession,"Psychological, Long Strip, Romance, Comedy, Boys' Love, Mafia, Sexual Violence, Isekai, Drama, Fantasy, Slice of Life, Adaptation, Full Color"
Choremates,"Romance, Comedy, Self-Published, Video Games, Drama, School Life, Slice of Life"
Superintendent Akechi's Pretty Case Files,"Thriller, Crime, Drama, Mystery, Tragedy"
Promise Me the Spotlight,"Romance, Comedy, Slice of Life, Music"
Memories Of Your Breath,"Long Strip, Romance, Boys' Love, Drama, Adaptation, Full Color"
Murim's Youngest Miracle Demon Doctor,"Long Strip, Web Comic, Full Color"
Fox Love Story,"Historical, Long Strip, Romance, Drama, Fantasy, Web Comic, Full Color"
Villain Classroom,"Psychological, Long Strip, Drama, School Life, Delinquents, Full Color"
Orc of Mine,"Historical, Monsters, Romance, Survival, Adventure, Self-Published, Drama, Fantasy, Supernatural, Mystery, Full Color"
Bone's Tarot (Scroll Edition),"Thriller, Official Colored, Romance, Boys' Love, Crime, Self-Published, Magic, Fantasy, Web Comic"
The Way It Was Before,"Psychological, Romance, Self-Published, Drama, School Life, Slice of Life, Music, Full Color"
New Kamen Rider SPIRITS: Lonely Kamen Rider Arc,"Monsters, Action, Psychological, Superhero, Martial Arts, Adventure, Military, Horror, Slice of Life, Aliens, Tragedy"
How the Sidekick Prince Lives Again,"Psychological, Long Strip, Boys' Love, Drama, Fantasy, Adaptation, Full Color"
Love Signature,"Long Strip, Romance, Comedy, Boys' Love, Drama, Full Color"
Things We Understand From Being Apart,"Oneshot, Comedy, Video Games, Doujinshi, School Life"
I'm Worried About Rinjin-chan,"Monsters, Office Workers, Magic, 4-Koma, Fantasy, Monster Girls, Slice of Life, Supernatural"
"Good Morning, Tentatively Named Rakuen-kun","Comedy, Drama, School Life, Slice of Life"
My Girlfriend Sells Spring,"Romance, Drama, Slice of Life"
The Shadow Engulfed Her Life,"Thriller, Romance, Horror, Supernatural"
Everyday Life With A Younger Girlfriend,"Comedy, Girls' Love, Web Comic, Slice of Life"
Reincarnation of the Soul,"Reincarnation, Ghosts, Anthology, Sexual Violence, Drama, Horror, Supernatural"
"You Like Me, Don't You?","Romance, Comedy, School Life, Adaptation"
Welcome to FACT! (Tokyo S-Ward Branch Two),"Romance, Comedy, Drama, Mystery"
Authentic Gathering of Gods,"Comedy, Adventure"
The Player Hides His Past,"Monsters, Action, Demons, Long Strip, Comedy, Virtual Reality, Video Games, Drama, Fantasy, Web Comic, Supernatural, Full Color"
Sexy Voice and Robo,"Comedy, Drama, Slice of Life, Mystery"
Shark,"Action, Long Strip, Crime, Adventure, Web Comic, Slice of Life, Full Color"
H.P. Lovecraft's The Shadow Out Of Time,"Sci-Fi, Psychological, Horror, Supernatural, Mystery, Adaptation"
Everyday Life With An Older Girlfriend,"Comedy, Girls' Love, Web Comic, Slice of Life"
The Holy Sword That Was Helped by a Hero the Other Day,"Comedy, Adventure, Fantasy"
CHAW: Connecting Hearts And Worlds,"Sci-Fi, Action, Romance, Comedy, Superhero, Self-Published, Sexual Violence, Magic, Military, Philosophical, Gore, Drama, Fantasy, Aliens, Full Color"
Blackburn,"Animals, Long Strip, Self-Published, Magic, Drama, Fantasy, Web Comic, Full Color"
Martial Inheritance,"Historical, Action, Long Strip, Martial Arts, Fantasy, Web Comic, Supernatural, Full Color"
Offering to the God of Destruction,"Oneshot, Comedy, Monster Girls, Web Comic"
Touhou - Iris,"Oneshot, Comedy, Doujinshi"
The Irregular at Magic High School - Ichijou Masaki's Diary Arc,"Sci-Fi, Action, Romance, Comedy, Magic, Military, Drama, School Life, Slice of Life, Supernatural, Adaptation"
ODD TAXI,"Thriller, Animals, Comedy, Crime, Drama, Police, Mystery, Adaptation"
Book of Yaoguai,"Romance, Harem, Fantasy, Supernatural"
Nice Prison,"Action, Comedy, Crime, Magic, Delinquents, Police"
Astro Baby,"Sci-Fi, Action, Survival, Post-Apocalyptic, Gore"
"After School, at a Family Restaurant at Night, With That Girl From My Class","Romance, Comedy, School Life, Slice of Life, Adaptation"
Horror Anthology Comic Blindside: Tainted Love,"Psychological, Ghosts, Romance, Comedy, Anthology, Boys' Love, Girls' Love, Gore, Drama, School Life, Horror, Supernatural, Mystery"
Faulty Attribute Earth Magic,"Monsters, Action, Romance, Adventure, Magic, Isekai, Fantasy, Adaptation"
"Regressed, but the World Didn’t End","Time Travel, Action, Long Strip, Comedy, Virtual Reality, Video Games, Fantasy, Adaptation, Full Color"
The Hero-Killing Bride,"Monsters, Action, Romance, Girls' Love, Gore, Fantasy, Adaptation"
The Story of a Succubus Who Came to the Human World,"Demons, Comedy, Fantasy, Web Comic, Slice of Life, Full Color"
A Manga Someone Drew,"Thriller, Psychological, Drama, Horror, Supernatural, Tragedy"
A Story Where a Gloomy Older Sister Feeds Me Worthless Lies Every Day,"Comedy, Adaptation"
럭키 파라다이스,"Long Strip, Romance, Comedy, Boys' Love, Sports, Drama, Web Comic, Full Color"
Working at RiNG,"Oneshot, Comedy, Doujinshi, Web Comic"
Repeat Student M,"Long Strip, Romance, Comedy, Drama, School Life, Web Comic, Slice of Life, Full Color"
Legend of the High School Iron Fist: Tough,"Thriller, Action, Comedy, Sports, Martial Arts, School Life, Slice of Life"
Getter Robo Great Battle! Comic,"Sci-Fi, Time Travel, Monsters, Action, Demons, Comedy, Mecha, Anthology, Survival, Adventure, Video Games, Military, 4-Koma, Gore, Drama, Delinquents, Aliens, Supernatural, Adaptation"
Zeta Mazinger,"Sci-Fi, Action, Comedy, Mecha, Drama, School Life, Fantasy, Aliens"
My year,"Oneshot, Philosophical, Drama, Slice of Life, Full Color"
Eden of Witches,"Monsters, Psychological, Magic, Drama, Fantasy, Tragedy"
Fragments of the Wounds,"Thriller, Reincarnation, Psychological, Ghosts, Long Strip, Romance, Self-Published, Office Workers, Drama, Supernatural, Full Color"
Rain Girl,"Historical, Ghosts, Long Strip, Romance, Self-Published, Drama, Supernatural, Mystery, Full Color"
A Kat's (GOD AWFUL!!!) Blessing,"Action, Comedy, Self-Published, Slice of Life, Supernatural, Full Color"
The Absolute Scholar,"Historical, Action, Drama, Web Comic, Full Color"
A Trap Whose Affection Points Go Up Based on Your Choices,"Romance, Comedy, Boys' Love, Crossdressing, Web Comic, Full Color"
I'll Be Your Paradise,"Romance, Girls' Love, Drama, School Life"
House of Mystery,"Thriller, Historical, Long Strip, Romance, Crime, Drama, Horror, Supernatural, Mystery"
The School Love Story,"Long Strip, Romance, School Life, Slice of Life, Full Color"
The words we give to ourselves,"Sports, School Life"
Drunk Lady Warrior Belle,"Comedy, Adventure, Doujinshi, Fantasy, Shota, Web Comic"
The Idolmaster Shiny Colors Coherent Light,"Drama, Slice of Life, Adaptation, Music, Gyaru"
Midori Days,"Romance, Comedy, Harem, School Life, Delinquents, Supernatural"
"Welcome to the ""Outcasts' Guild"": The Incompetent S-Rank Parties Keep Expelling Competent Party Members, so I'm Creating the Strongest Guild by Recruiting the Weakest","Action, Adventure, Fantasy, Adaptation"
A Night With Yuriko,Oneshot
Asyl,"Thriller, Psychological, Crime, Survival, Gore, Drama, Horror, Mystery, Tragedy"
"I'm Worried About My Girlfriend, Who Used to be Covered in Bruises (Fan Colored)","Romance, Fan Colored, Web Comic, Slice of Life"
Users Of The Universe PARTone,"Oneshot, Sci-Fi, Action, Romance, Comedy, Superhero, Adventure, Self-Published, Drama, School Life, Fantasy, Web Comic, Slice of Life, Aliens, Supernatural"
The Story of How I Picked Up a Penguin and Lived With It,"Animals, 4-Koma, Fantasy, Web Comic, Slice of Life, Full Color"
Kyoukai no Melody,"Drama, School Life, Adaptation, Music, Tragedy"
Sekai wa Mawaru,"Oneshot, Fantasy"
Eisei Otome no Tatakaikata,"Psychological, Sports, Drama, School Life"
Miss T-REX Heart,"Oneshot, Genderswap, Comedy, School Life, Fantasy"
Can't We Stay Chicks?,"Psychological, Romance, Comedy, Drama, School Life"
Steins;Gate - Loving Vows and Nyan² Crisis,
Boredom Breakers,"Action, Long Strip, Ninja, Comedy, Martial Arts, Adventure, Self-Published, Military, Fantasy, Mystery, Full Color"
The Story of a Trainer Who Has Ended Up Becoming an Uma Musume in a What-If Scenario,"Genderswap, Comedy, Sports, Doujinshi, School Life, Slice of Life"
Digimon Dreamers,"Sci-Fi, Monsters, Action, Comedy, Adventure, Video Games, Isekai, Fantasy"
Shikyuuji - There is no tomorrow for high school baseball players,"Thriller, Psychological, Sports, Gore, Drama"
Shion: Blade of the Minstrel,"Action, Adventure, Gore, Fantasy"
Fox Gal Katabami-san,"Romance, Comedy, School Life, Monster Girls, Slice of Life, Supernatural, Gyaru"
I Picked Up a Crazy Oppa,"Long Strip, Romance, Comedy, Drama"
A Cross-Dressing Boy Who Cross-Dress for His Best Friend Who Doesn’t Have a Girlfriend,"Crossdressing, Web Comic, Full Color"
The Alternative Cure Magical Girl Behoimi-chan,"Comedy, Magical Girls, Supernatural"
Jae-Kyung's Secret,"Long Strip, Romance, Comedy, School Life, Delinquents, Web Comic, Mystery, Full Color"
Touken Ranbu - Hallucination,"Oneshot, Doujinshi"
Keisuke Itagaki's Elusive Uncollected Works,"Action, Psychological, Romance, Anthology, Sports, Martial Arts, Philosophical, Drama"
The Man Who Fell Into a Trap...,"Oneshot, Monsters, Romance, Comedy, Fantasy, Web Comic"
Losing the Assist Gacha?,"Oneshot, Monsters, Fantasy, Web Comic"
"The Story of Me Who Only Has One Year Left to Live, Meeting You Who Only Has Six Months Remaining","Romance, Drama, Medical, Slice of Life, Adaptation, Tragedy"
Mythic Item Obtained,"Time Travel, Monsters, Action, Long Strip, Adventure, Magic, Drama, Fantasy, Web Comic, Supernatural, Adaptation, Full Color"
I Tamed the Monstrous Crown Prince,"Long Strip, Romance, Fantasy, Adaptation, Full Color"
Make Sure You Regret It,"Long Strip, Romance, Drama, Web Comic, Adaptation, Full Color"
Hayate x Blade 2,"Action, Comedy, Sports, Martial Arts, Drama, School Life, Slice of Life"
"First Love, Again and Again","Romance, Comedy, Harem, School Life"
Vivid Line,"Romance, Web Comic, Slice of Life, Full Color"
"Spring up, spring breeze","Romance, Comedy, Sports, School Life, Slice of Life"
2.43: Seiin High School Boys Volleyball Team,"Sports, Drama"
Miyatake Miracle,"Romance, Comedy, Drama, School Life, Slice of Life"
I Confessed To A Girl And She Made Me A Girl Too!,"Oneshot, Romance, Comedy, Crossdressing, Web Comic, Slice of Life"
Cram School Student Ikariishi,"Action, Comedy, School Life, Delinquents"
Reincarnated as the Archduke’s Son,"Reincarnation, Time Travel, Action, Long Strip, Adventure, Fantasy, Web Comic, Full Color"
Lovestuck,"Long Strip, Romance, Comedy, Self-Published, Drama, School Life, Slice of Life, Full Color"
Destroy All Humans. They Can't be Regenerated. A Magic: The Gathering Manga,"Traditional Games, Monsters, Romance, Comedy, Drama, School Life, Slice of Life"
Empire: the hidden heir,"Historical, Long Strip, Adventure, Self-Published, Drama, Full Color"
"I Became a Beautiful Girl, but I’m still an MMO Junkie","Genderswap, Adventure, Virtual Reality, Video Games, Magic, Fantasy, Adaptation"
Hanamaru Skip,"Comedy, 4-Koma"
Oshite Dame nara Oshitemiro!,"Romance, Comedy, School Life, Fantasy, Slice of Life, Supernatural"
JJBA: Moscow Calling,"Action, Comedy, Martial Arts, Adventure, Self-Published, Doujinshi, Drama, Horror, Fantasy, Web Comic, Supernatural, Mystery"
My Little Sister Is the Best Fap Material,"Romance, Comedy, Incest, Web Comic, Adaptation"
Love Live! Sunshine!! - The Girl Named Watanabe You (Doujinshi),"Girls' Love, Doujinshi"
Love Live! Nijigasaki High School Idol Club - Goals!! (Doujinshi),"Girls' Love, Doujinshi"
Arknights - Before the Night Falls (Doujinshi),"Oneshot, Girls' Love, Doujinshi"
Bocchi the Rock! - Stellar Epic Records (Doujinshi),"Girls' Love, Doujinshi, Music"
Love Live! - Apricot Macchiato (Doujinshi),"Girls' Love, Doujinshi, Music"
My Master Knows Everything,"Reincarnation, Action, Long Strip, Martial Arts, Harem, Wuxia, Isekai, Drama, Fantasy, Web Comic, Full Color"
Love Live! Superstar!! - OneeBare! (Doujinshi),Doujinshi
Love Live! Sunshine!! - A Love-Tinted Aquamarine (Doujinshi),"Girls' Love, Doujinshi"
Love Live! Sunshine!! - Sailor Girlfriend (Doujinshi),"Girls' Love, Doujinshi"
"It's Not Goodbye, Idiot.","Romance, Anthology, Zombies, Magic, Girls' Love, Drama, School Life, Fantasy, Monster Girls, Slice of Life, Tragedy, Gyaru"
Lily Fetishism LIFE,"Romance, Girls' Love, School Life, Slice of Life"
Hayate x Blade,"Thriller, Action, Psychological, Comedy, Survival, Sports, Martial Arts, Adventure, Drama, School Life, Delinquents, Slice of Life, Tragedy"
Ayaka is in Love with Hiroko!,"Romance, Office Workers, Girls' Love, Drama"
The Devil Butler,"Reincarnation, Action, Long Strip, Martial Arts, Adventure, Magic, Harem, Wuxia, Fantasy, Web Comic, Supernatural, Adaptation, Full Color"
The Baby Prisoner of the Winter Castle,"Long Strip, Romance, Magic, Fantasy, Web Comic, Adaptation, Full Color"
Louie the Rune Soldier: Bastard of Crimson Flame,"Action, Comedy, Adventure, Magic, Fantasy, Adaptation"
Everywhere and Nowhere,"Time Travel, Long Strip, Romance, Comedy, Web Comic, Mystery, Full Color"
Tales of Wedding Rings,"Monsters, Action, Demons, Romance, Comedy, Martial Arts, Adventure, Magic, Harem, Military, Isekai, Drama, School Life, Fantasy, Monster Girls, Supernatural"
Irregular at Magic High School -  Southern Sea Riot Arc,"Sci-Fi, Action, Romance, Comedy, Magic, Harem, School Life, Supernatural, Adaptation"
My Heart Hard Pinch: After That,"Oneshot, Romance, Girls' Love, Slice of Life"
A Former Assassin Was Reborn as a Blue-Blooded Daughter,"Reincarnation, Action, Romance, Comedy, Drama, Villainess, Adaptation"
Kamen Rider Kuuga (TeleCoro),"Oneshot, Monsters, Action, Drama, Adaptation"
How to Break a Triangle,"Romance, Girls' Love, Drama, School Life, Supernatural, Mystery"
Luma,"Reincarnation, Monsters, Action, Ghosts, Adventure, Self-Published, Magic, Drama, Fantasy"
The Crosswind Cafe,"Romance, Comedy, Self-Published, Drama, Web Comic, Slice of Life, Full Color"
The First Train,"Oneshot, Slice of Life"
City Hall,"Adventure, Fantasy, Supernatural"
Coffee Thief,"Reincarnation, Animals, Long Strip, Romance, Adventure, Magic, School Life, Fantasy, Web Comic, Supernatural, Full Color"
Exoskull Zero,"Sci-Fi, Monsters, Action, Martial Arts, Post-Apocalyptic, Sexual Violence, Gore, Drama, School Life, Supernatural"
Link! Life! Love Live! 104th Term,"Comedy, 4-Koma, School Life, Slice of Life, Music, Full Color"
UFO Robo Grendizer (TV Land),"Sci-Fi, Action, Mecha, Aliens, Adaptation"
The Half-Wolf and the Girl,"Oneshot, Animals, Drama, Fantasy, Slice of Life, Tragedy"
Lily & Ivy — Ken-Couple Yuri Sexual Love Anthology,"Romance, Comedy, Anthology, Girls' Love, Drama"
Teddy Bears Don't Die,"Action, Long Strip, Crime, Drama, Supernatural, Full Color"
Emotional Illness,"Action, Long Strip, Adventure, Drama, Horror, Fantasy, Supernatural, Mystery, Full Color"
Lemon and Pinhole,"Oneshot, Psychological, Romance, Girls' Love, Philosophical, Drama, School Life, Delinquents, Slice of Life, Gyaru"
The Errand Princess of the Inner Palace,"Historical, Action, Demons, Animals, Romance, Comedy, Martial Arts, Adventure, Fantasy, Slice of Life, Supernatural, Adaptation"
The Villainess' Butler: Death Flag Destroyer at Your Service,"Reincarnation, Romance, Comedy, Video Games, Magic, Isekai, Drama, Fantasy, Villainess, Slice of Life, Adaptation"
Eye of the Supreme God,"Action, Long Strip, Romance, Comedy, Martial Arts, Web Comic, Full Color"
Sweet Guilty Love Bites,"Romance, Comedy, Girls' Love, Slice of Life"
Sublime Trilemma,"Romance, Comedy, Self-Published, Girls' Love, Drama, School Life, Slice of Life, Full Color, Gyaru"
Time Patrol Bon,"Sci-Fi, Time Travel, Historical, Adventure"
Water Monkey,"Oneshot, Animals, Long Strip, Comedy, Web Comic, Full Color"
Genshiken: Second Season,"Romance, Comedy, Crossdressing, Harem, Drama, School Life, Slice of Life"
A Helpless Childhood Friend,"Oneshot, Romance, Comedy, School Life, Web Comic, Slice of Life"
Futanari Girl,"Self-Published, Doujinshi, School Life, Fantasy, Slice of Life, Gyaru"
ЯoOT / Route of OddTaxi,"Thriller, Crime, Drama, Police, Mystery"
Imperfect Curtain Call,"Oneshot, Psychological, Girls' Love, Doujinshi, Web Comic, Full Color"
My Monster Secret,"Time Travel, Demons, Romance, Comedy, School Life, Fantasy, Vampires, Monster Girls, Aliens, Supernatural"
White Moonlight Female Host Always Wants to Monopolize Me,"Long Strip, Romance, Girls' Love, Isekai, Drama, Villainess, Web Comic, Adaptation, Full Color, Tragedy"
Kuroko no Basket - Love Letter From You (Doujinshi),"Romance, Comedy, Boys' Love, Doujinshi, School Life"
Find an Idol: Extras,"Romance, Comedy, Drama, School Life, Slice of Life"
Hominid Yuika,"Monsters, Drama, School Life, Monster Girls, Slice of Life, Supernatural"
"Demon Lord of ""Yashiro""","Demons, Comedy, Office Workers, Girls' Love, Fantasy, Slice of Life"
Just a Goblin,"Monsters, Action, Long Strip, Adventure, Magic, Fantasy, Web Comic, Full Color"
Masculines,"Comedy, Slice of Life"
"After the weirdness came, I unlocked the Tower of Babel","Thriller, Monsters, Action, Demons, Ghosts, Long Strip, Survival, Martial Arts, Adventure, Magic, Fantasy, Monster Girls, Supernatural, Full Color"
Jobless Reincarnation: I'll Try Seriously If I Go to Another World - Despondent Magician Arc,"Reincarnation, Monsters, Action, Demons, Psychological, Romance, Comedy, Survival, Adventure, Magic, Isekai, Gore, Drama, Fantasy, Slice of Life, Adaptation, Tragedy"
Marine Corps Yumi,"Action, Comedy, Adventure, Military, 4-Koma, Slice of Life, Full Color"
Afterschool Time of the Earth,"Romance, Comedy, Adventure, Post-Apocalyptic, Drama, Slice of Life, Supernatural, Mystery"
It's been 40 Years Since I was Reincarnated. It's Time for an Older Man Like Me to Fall in Love. My Second Life is a Harem Route?!,"Demons, Romance, Comedy, Survival, Adventure, Sexual Violence, Magic, Harem, Isekai, Fantasy, Monster Girls, Adaptation"
Rohan Kishibe Does Not Move,"Thriller, Reincarnation, Monsters, Action, Demons, Psychological, Ghosts, Animals, Comedy, Anthology, Crime, Survival, Martial Arts, Adventure, Magic, Gore, Drama, School Life, Horror, Fantasy, Delinquents, Slice of Life, Supernatural, Mystery, Tragedy"
Secret Buddy,"Long Strip, Drama, Web Comic, Mystery, Full Color"
Queen's Seed,"Action, Romance, Comedy, Sexual Violence, Drama, School Life, Horror, Shota, Aliens"
It's All Up to Her,"Oneshot, Girls' Love, Doujinshi, Web Comic"
My Sect Has 100 Million Strength Points,"Reincarnation, Historical, Action, Long Strip, Comedy, Martial Arts, Wuxia, Isekai, Drama, Fantasy, Web Comic, Full Color"
Be the Bad Boss's Man,"Romance, Boys' Love, Drama, School Life, Delinquents, Web Comic, Full Color"
Uisaki,"Oneshot, Romance, Girls' Love, Doujinshi, Web Comic, Slice of Life"
GOD and MONSTER,"Monsters, Action, Long Strip, Survival, Drama, Horror"
Darwin's Game,"Thriller, Sci-Fi, Loli, Monsters, Action, Psychological, Romance, Survival, Video Games, Gore, Drama, Supernatural, Mystery"
Uma Musume - Onsen Ikaga Desu?,"Oneshot, Doujinshi, School Life, Fantasy, Slice of Life"
Paradise in the Water,"Oneshot, Drama, Fantasy"
Skeleton Office,"Monsters, Demons, Comedy, Office Workers, Harem, Mystery"
The Wind and the Four-Leaf Clover,"Oneshot, Girls' Love, Doujinshi, Web Comic"
Before Birthday,"Oneshot, Girls' Love, Doujinshi, Drama, Web Comic, Full Color"
King,"Action, Comedy, Sports"
"The Only ""R"" in the world","Action, Comedy, Adventure, Video Games, Drama, Fantasy"
NAPOLI 1997,"Action, Comedy, Mafia, Adventure, Self-Published, Doujinshi, Mystery"
Her Knight From Another World,"Long Strip, Romance, Comedy, Self-Published, Magic, Isekai, Drama, Fantasy, Slice of Life, Full Color"
Watashi no Uchuu,"Romance, Philosophical, Drama, School Life, Supernatural"
Oichiitte Yutte yo.,"Loli, Romance, Comedy, Sexual Violence, Vampires, Slice of Life"
Our Magical Girls are Dead,"Long Strip, Romance, Superhero, Self-Published, Magic, Web Comic, Full Color"
LORE | REKINDLED,"Long Strip, Romance, Self-Published, Magic, School Life, Web Comic, Adaptation, Full Color, Tragedy"
BARCODED,"Action, Psychological, Long Strip, Crime, Self-Published, Drama, Full Color, Tragedy"
I want to cry with you on Thursday,"Romance, Crossdressing, Drama, School Life, Slice of Life"
"Hey, the ""Cheat Code Management Skill"" Which was Thought to Be Useless is Too Monstrous","Action, Adventure, Magic, Fantasy, Adaptation"
High Score Girl,"Romance, Video Games, Drama, School Life, Slice of Life"
A Man and a Woman Who Hate Obligatory Chocolates,"Romance, Web Comic, Slice of Life"
